"unit","qudtUri","TotalUses","pseudounit","qudtUnit"
"expanded",NA,4,"expanded","expanded"
"est",NA,4,"est","est"
"erosion",NA,4,"erosion","erosion"
"dollarperyear",NA,4,"dollarperyear","USDollar-PER-YR"
"dimessionless",NA,4,"dimessionless","dimessionless"
"dimesionless",NA,4,"dimesionless","dimesionless"
"dilution factor",NA,4,"dilutionfactor","dilutionfactor"
"digby dredge w/ cnvs bag",NA,4,"digbydredgewpercnvsbag","digbydredgew-PER-cnvsbag"
"digby dredge",NA,4,"digbydredge","digbydredge"
"determined",NA,4,"determined","determined"
"deltapermil",NA,4,"deltapermil","delta-PPTH"
"degreeslatitudeorlongitude",NA,4,"degreelatitudeorlongitude","DEG-latitudeorlongitude"
"degrees and decimal minutes",NA,4,"degreeanddecimalminute","DEG-anddecimal-MIN"
"degrees","http://qudt.org/vocab/unit/DEG",4,"degree","DEG"
"decisiemenspermeter","http://qudt.org/vocab/unit/DeciS-PER-M",4,"decisiemenspermeter","DeciS-PER-M"
"decimeters","http://qudt.org/vocab/unit/DeciM",4,"decimeter","DeciM"
"decimeldegrees",NA,4,"decimeldegree","decimel-DEG"
"decimal minutes",NA,4,"decimalminute","decimal-MIN"
"decaysperminutepermetersquaredperday",NA,4,"decaysperminutepermeterquaredperday","NUM-PER-MIN-M2-DAY"
"dec degrees seconds",NA,4,"decdegreesecond","dec-DEG-SEC"
"dayofyear",NA,4,"dayofyear","DAY-of-YR"
"d2",NA,4,"d2","d2"
"d1",NA,4,"d1","d1"
"cubicmicrometerpercubiccentimeter",NA,4,"cubicmicrometerpercubiccentimeter","M3-icroM-PER-CentiM3"
"cubicmeterspercubicmeter","http://qudt.org/vocab/unit/M3-PER-M3",4,"cubicmeterpercubicmeter","M3-PER-M3"
"cubiccentimeterpercubiccentimeter","http://qudt.org/vocab/unit/CentiM3-PER-CentiM3",4,"cubiccentimeterpercubiccentimeter","CentiM3-PER-CentiM3"
"cubic cm","http://qudt.org/vocab/unit/CentiM3",4,"cubiccentimeter","CentiM3"
"cubic centimeters per cubic centimeter","http://qudt.org/vocab/unit/CentiM3-PER-CentiM3",4,"cubiccentimeterpercubiccentimeter","CentiM3-PER-CentiM3"
"cubic centimeter","http://qudt.org/vocab/unit/CentiM3",4,"cubiccentimeter","CentiM3"
"count per meter",NA,4,"countpermeter","count-PER-M"
"cornu",NA,4,"cornu","cornu"
"core",NA,4,"core","core"
"conductivity",NA,4,"conductivity","conductivity"
"concentration",NA,4,"concentration","concentration"
"cgbt",NA,4,"cgbt","cgbt"
"centimeterssquaredpergram",NA,4,"centimeterquaredpergram","CentiM2-PER-GM"
"centimeterspergram",NA,4,"centimeterpergram","CentiM-PER-GM"
"centimeterpercubiccentimeter",NA,4,"centimeterpercubiccentimeter","CentiM-PER-CentiM3"
"cenote pool",NA,4,"cenotepool","cenotepool"
"celsiusdegree","http://qudt.org/vocab/unit/DEG_C",4,"celsiusdegree","DEG_C"
"cellpermetersquaredperday",NA,4,"cellpermeterquaredperday","cell-PER-M2-DAY"
"candela","http://qudt.org/vocab/unit/CD",4,"candela","CD"
"calendar dates",NA,4,"calendardates","calendardates"
"ca",NA,4,"ca","ca"
"c-a",NA,4,"c-a","c-a"
"bt",NA,4,"bt","bt"
"britishthermalunit",NA,4,"britishthermalunit","britishthermalunit"
"box core",NA,4,"boxcore","boxcore"
"biomass/m^2",NA,4,"biomasspermetersquared","biomass-PER-M2"
"before",NA,4,"before","before"
"autumn",NA,4,"autumn","autumn"
"arc_degree",NA,4,"arcdegree","arc-DEG"
"an imperial measure of length",NA,4,"animperialmeasureoflength","anim-PER-ialmeasureoflength"
"amount of energy per square meter surface per day",NA,4,"amountofenergypersquaremetersurfaceperday","amountofenergy-PER-M2-surface-DAY"
"amount of energy per square centimeter surface per day",NA,4,"amountofenergypersquarecentimetersurfaceperday","amountofenergy-PER-CentiM2-surface-DAY"
"adult",NA,4,"adult","adult"
"add units",NA,4,"addunits","addunits"
"a2",NA,4,"a2","a2"
"a1",NA,4,"a1","a1"
"42810",NA,4,"42810","42810"
"30",NA,4,"30","30"
"24",NA,4,"24","24"
"207",NA,4,"207","207"
"2016",NA,4,"2016","2016"
"2006",NA,4,"2006","2006"
"2003",NA,4,"2003","2003"
"17",NA,4,"17","17"
"12 inches",NA,4,"12inches","12-IN"
"1/m",NA,4,"1perm","1-PER-m"
"1 microatmosphere = 0.000001 atmospheres = 1013.25 millibars = 0.101325 pascals = 0.0000147 lb/sq.in",NA,4,"1microatmosphere=0.000001atmospheres=1013.25millibars=0.101325pascal=0.0000147lbpersq.in","1-MicroATM-=0-NA-000001-ATM-s=1013-NA25-MilliBAR-=0-NA-101325-PA-=0-NA-0000147lb-PER-sq-NA-in"
"1 meter plankton net",NA,4,"1meterplanktonnet","1-M-plank-TONNE-t"
"~",NA,4,"~","~"
"?gn/groot/hour",NA,4,"?gnpergrootperhour","?gn-PER-groot-HR"
"?gn/groot/hour",NA,4,"?gnpergrootperhour","?gn-PER-groot-HR"
"/m2","http://qudt.org/vocab/unit/PER-M2",4,"permetersquared","PER-M2"
"(blank)",NA,4,"(blank)",""
"%dw",NA,4,"%dw","PERCENT-dw"
"% dry wt.",NA,4,"percentdrywt.","PERCENT-drywt"
"% afdw",NA,4,"percentafdw","PERCENT-afdw"
"# individuals","http://qudt.org/vocab/unit/NUM",4,"#individuals","NUM"
"yes",NA,3,"yes","yes"
"y, n, na",NA,3,"y,n,na","y,n,na"
"xbt",NA,3,"xbt","xbt"
"wvwri 2004",NA,3,"wvwri2004","wvwri2004"
"wvdep wab",NA,3,"wvdepwab","wvdepwab"
"wvdep slurry uic",NA,3,"wvdepslurryuic","wvdepslurryuic"
"wvdep prenter",NA,3,"wvdepprenter","wvdepprenter"
"wvdep 2016",NA,3,"wvdep2016","wvdep2016"
"wreck/corallimorph",NA,3,"wreckpercorallimorph","wreck-PER-corallimorph"
"wiwa",NA,3,"wiwa","wiwa"
"wi",NA,3,"wi","wi"
"whoi giant gravity corer",NA,3,"whoigiantgravitycorer","whoigiantgravitycorer"
"wattspersquaremeterpersteradianpermicrometer",NA,3,"wattspersquaremeterpersteradianpermicrometer","W-PER-M2-ste-RAD-MicroM"
"wattsperm-2",NA,3,"wattsperm-2","W-PER-m2"
"watts-m2",NA,3,"watts-m2","W-m2"
"wattpersquaremeter","http://qudt.org/vocab/unit/W-PER-M2",3,"wattpersquaremeter","W-PER-M2"
"wattperm-2",NA,3,"wattperm-2","W-PER-m2"
"water year",NA,3,"wateryear","water-YR"
"water pump only",NA,3,"waterpumponly","waterpumponly"
"water",NA,3,"water","water"
"waste",NA,3,"waste","waste"
"washington",NA,3,"washington","washing-TON_US"
"w",NA,3,"w","w"
"vwc%",NA,3,"vwc%","vwc-PERCENT"
"vv grab + d-l snapper",NA,3,"vvgrab+d-lsnapper","vvgrab+d-lsnap-PER"
"volts 370",NA,3,"volt370","V370"
"volts","http://qudt.org/vocab/unit/V",3,"volt","V"
"voltmeterssquaredperwatt",NA,3,"voltmetersquaredperwatt","V-M2-PER-W"
"vista coreopsis",NA,3,"vistacoreopsis","vistacoreopsis"
"viable seed count per trap",NA,3,"viableseedcountpertrap","viableseedcount-PER-trap"
"very fine silt",NA,3,"veryfinesilt","veryfinesilt"
"very fine sand",NA,3,"veryfinesand","veryfinesand"
"very coarse sand",NA,3,"verycoarsesand","verycoarsesand"
"vehicle",NA,3,"vehicle","vehicle"
"van veen grab",NA,3,"vanveengrab","vanveengrab"
"van veen and core",NA,3,"vanveenandcore","vanveenandcore"
"usgs ferrel 1992",NA,3,"usgsferrel1992","usgsferrel1992"
"usgs  sir 2012-5186",NA,3,"usgssir2012-5186","usgssir2012-5186"
"usgs  hobba 1987",NA,3,"usgshobba1987","usgshobba1987"
"usec","http://qudt.org/vocab/unit/MicroSEC",3,"usec","MicroSEC"
"us/cm, microsiemens per centimeter",NA,3,"uspercm,microsiemenspercentimeter","MicroS-PER-cm,-MicroS-CentiM"
"us","http://qudt.org/vocab/unit/MicroS",3,"us","MicroS"
"unk",NA,3,"unk","unk"
"unitless - ratio",NA,3,"unitless-ratio","UNITLESS-ratio"
"unit less","http://qudt.org/vocab/unit/UNITLESS",3,"unitless","UNITLESS"
"unit is provided in separate column",NA,3,"unitisprovidedinseparatecolumn","unitisprovidedinseparatecolumn"
"umolsubstrate/gsoil/hr",NA,3,"umolsubstratepergsoilperhour","umolsubstrate-PER-gsoil-HR"
"umolsubstrate/gc/hr",NA,3,"umolsubstratepergcperhour","umolsubstrate-PER-gc-HR"
"umolesco2/(m^2*s",NA,3,"umoleco2per(m^2*s","u-MOL-co2-PER-(m^2*s"
"ulpu",NA,3,"ulpu","ulpu"
"ugnutrient/gramdryresin",NA,3,"ugnutrientpergramdryresin","ugnutrient-PER-GM-dryresin"
"ugno3-n/gsoil",NA,3,"ugno3-npergsoil","ugno3-n-PER-gsoil"
"ugnh4-n/gsoiln",NA,3,"ugnh4-npergsoiln","ugnh4-n-PER-gsoiln"
"ugn/gdrysoil",NA,3,"ugnpergdrysoil","ugn-PER-gdrysoil"
"ugco2-c/gsoildwt",NA,3,"ugco2-cpergsoildwt","ugco2-c-PER-gsoildwt"
"ug n g-1 day-1",NA,3,"microgramng-1day-1","MicroGM-ng-1-DAY-1"
"ug chl-a/g",NA,3,"microgramchl-apergram","MicroGM-chl-a-PER-GM"
"turbidity unit of nephelometric turbidity unit (ntu)",NA,3,"turbidityunitofnephelometricturbidityunit(ntu)","turbidityunitof-NTU"
"trawl marks",NA,3,"trawlmarks","trawlmarks"
"trawl",NA,3,"trawl","trawl"
"tissue",NA,3,"tissue","tissue"
"tiam",NA,3,"tiam","tiam"
"thousands per acre",NA,3,"thousandsperacre","thousands-PER-AC"
"thorn 2014",NA,3,"thorn2014","thorn2014"
"the angular distance of a place north or south of the earth's equator expressed in decimal degrees",NA,3,"theangulardistanceofaplacenorthorsouthoftheearth'sequatorexpressedindecimaldegree","theangulardistanceofaplacenorthorsouthoftheearth'sequatorexpressedin-DEG"
"the angular distance of a place east or west of the meridian at greenwich, england expressed in degrees and minutes",NA,3,"theangulardistanceofaplaceeastorwestofthemeridianatgreenwich,englandexpressedindegreeandminute","theangulardistanceofaplaceeastorwestofthemeridianatgreenwich,englandexpressedin-DEG-and-MIN"
"surveyors used chains to measure distances.  1 mile is 80 chains. there are 100 links per chain. 1 chain equals 66 feet or 20.1 meters. 1 link equals 7.92 inches.",NA,3,"surveyorsusedchainstomeasuredistances.1mileis80chains.thereare100linksperchain.1chainequals66footor20.1meter.1linkequals7.92inches.","surveyorsused-CH-tomeasuredistances-NA-1-MI_US-is80-CH-NA-thereare100links-PER-CH-NA-1-CH-equals66-FT-or20-NA-1-M-NA-1linkequals7-NA-92-IN"
"submersible sample",NA,3,"submersiblesample","submersiblesample"
"structure",NA,3,"structure","structure"
"stretched grayscale spectral brightness",NA,3,"stretchedgrayscalespectralbrightness","stretchedgrayscalespectralbrightness"
"steve",NA,3,"steve","steve"
"standard ph units",NA,3,"standardphunits","standardphunits"
"squaremile",NA,3,"squaremile","M2-I_US"
"squaremicrometer",NA,3,"squaremicrometer","M2-icroM"
"squaremeterperhectare","http://qudt.org/vocab/unit/M2-PER-HA",3,"squaremeterperhectare","M2-PER-HA"
"squarecentimeterpergram",NA,3,"squarecentimeterpergram","CentiM2-PER-GM"
"spad",NA,3,"spad","spad"
"sp",NA,3,"sp","sp"
"south",NA,3,"south","south"
"solid",NA,3,"solid","solid"
"smith/mac and niskin spl",NA,3,"smithpermacandniskinspl","smith-PER-macandniskinspl"
"smith-macintyre w/ camera",NA,3,"smith-macintyrewpercamera","smith-macintyrew-PER-camera"
"smith-mac+min w, camera",NA,3,"smith-mac+minw,camera","smith-mac+minw,camera"
"small van veen",NA,3,"smallvanveen","smallvanveen"
"si unit for conductivity, measure of a material's ability to conduct an 


      electric current.",NA,3,"siunitforconductivity,measureofamaterial'sabilitytoconductan


electriccurrent.","siunitforconductivity,measureofamaterial'sabilitytoconductan


electriccurrent"
"si unit for atmospheric pressure",NA,3,"siunitforatmosphericpressure","siunitforatmosphericpressure"
"shipwreck",NA,3,"shipwreck","shipwreck"
"sequential shot number",NA,3,"sequentialshotnumber","sequentialshot-NUM"
"seedlings/m2",NA,3,"seedlingspermetersquared","seedlings-PER-M2"
"seedlings",NA,3,"seedlings","seedlings"
"second pass",NA,3,"secondpass","SEC-pass"
"seaboss",NA,3,"seaboss","seaboss"
"se",NA,3,"se","se"
"sd",NA,3,"sd","sd"
"sculpin (scp) 0",NA,3,"sculpin(scp)0","sculpin0"
"scp",NA,3,"scp","scp"
"scour_outliers",NA,3,"scouroutliers","scouroutliers"
"scoop fish",NA,3,"scoopfish","scoopfish"
"scallop dredge",NA,3,"scallopdredge","scallopdredge"
"sand silt clay",NA,3,"sandsiltclay","sandsiltclay"
"san sil clay",NA,3,"sansilclay","sansilclay"
"salinometer, vandorn bots",NA,3,"salinometer,vandornbots","salino-M-,vandornbots"
"rs",NA,3,"rs","rs"
"rotosonic corer",NA,3,"rotosoniccorer","rotosoniccorer"
"rotary corer",NA,3,"rotarycorer","rotarycorer"
"rocky zone",NA,3,"rockyzone","rockyzone"
"rocker dredge",NA,3,"rockerdredge","rockerdredge"
"ring net",NA,3,"ringnet","ringnet"
"rg",NA,3,"rg","rg"
"relativeflourescenceunit",NA,3,"relativeflourescenceunit","relativeflourescenceunit"
"reflectiveflorescenceunits",NA,3,"reflectiveflorescenceunits","reflectiveflorescenceunits"
"reference",NA,3,"reference","reference"
"range from 0-6, can be 0-1, 1-3, 0-3, 3-6, 0-6",NA,3,"rangefrom0-6,canbe0-1,1-3,0-3,3-6,0-6","rangefrom0-6,canbe0-1,13,03,3-6,0-6"
"raked into basket w/ arm",NA,3,"rakedintobasketwperarm","rakedintobasketw-PER-arm"
"radiant flux received by a surface per unit area",NA,3,"radiantfluxreceivedbyasurfaceperunitarea","RAD-tf-LUX-receivedbyasurface-PER-unitarea"
"push corer",NA,3,"pushcorer","pushcorer"
"pulse auger",NA,3,"pulseauger","pulseauger"
"pulse auger",NA,3,"pulseauger","pulseauger"
"probbin",NA,3,"probbin","probbin"
"precent","http://qudt.org/vocab/unit/PERCENT",3,"precent","PERCENT"
"practical salinity unit","http://qudt.org/vocab/unit/PSU",3,"practicalsalinityunit","PSU"
"ppmperday",NA,3,"ppmperday","ppm-PER-DAY"
"poundspersquareinch","http://qudt.org/vocab/unit/LB-PER-IN2",3,"poundspersquareinch","LB-PER-IN2"
"pounds per square inch guage",NA,3,"poundspersquareinchguage","LB-PER-IN2-guage"
"poundperacre",NA,3,"poundperacre","LB-PER-AC"
"potential of hydrogen (ph) measured as the negative logarithm of h+ concentration in solution",NA,3,"potentialofhydrogen(ph)measuredasthenegativelogarithmofh+concentrationinsolution","potentialofhydrogenmeasuredasthenegativelogarithmofh+concentrationinsolution"
"ponar sampler",NA,3,"ponarsampler","ponarsampler"
"pom",NA,3,"pom","pom"
"polyline",NA,3,"polyline","polyline"
"piston corer",NA,3,"pistoncorer","pis-TON_US-corer"
"pipe dredge, 12 inch",NA,3,"pipedredge,12inch","pipedredge,12-IN"
"pipe dredge and d-l snap",NA,3,"pipedredgeandd-lsnap","pipedredgeandd-lsnap"
"picomolepermetersquaredpersecond",NA,3,"picomolepermeterquaredpersecond","PicoMOL-PER-M2-SEC"
"picomolepermetersquaredpersecond",NA,3,"picomolepermeterquaredpersecond","PicoMOL-PER-M2-SEC"
"picocuriespergram",NA,3,"picocuriespergram","picocuries-PER-GM"
"phunits",NA,3,"phunits","phunits"
"ph units",NA,3,"phunits","phunits"
"peryear","http://qudt.org/vocab/unit/PER-YR",3,"peryear","PER-YR"
"peroxidase activity in umoles of substrate converted per hour per gram sample dry weight",NA,3,"peroxidaseactivityinumoleofsubstrateconvertedperhourpergramsampledryweight","PER-oxidaseactivityinu-MOL-ofsubstrateconverted-HR-GM-sampledryweight"
"pernanometer","http://qudt.org/vocab/unit/PER-NanoM",3,"pernanometer","PER-NanoM"
"perday","http://qudt.org/vocab/unit/PER-DAY",3,"perday","PER-DAY"
"percentperday","http://qudt.org/vocab/unit/PERCENT-PER-DAY",3,"percentperday","PERCENT-PER-DAY"
"percentimeter","http://qudt.org/vocab/unit/PER-CentiM",3,"percentimeter","PER-CentiM"
"percent modern",NA,3,"percentmodern","PERCENT-modern"
"per mil vpdb",NA,3,"permilvpdb","PPTH-vpdb"
"paul corer",NA,3,"paulcorer","paulcorer"
"parts per thousand parts",NA,3,"partperthousandpart","PPTH-part"
"partperbillion","http://qudt.org/vocab/unit/PPB",3,"partperbillion","PPB"
"outer basin",NA,3,"outerbasin","outerbasin"
"osm 2014",NA,3,"osm2014","osm2014"
"osm 2013",NA,3,"osm2013","osm2013"
"onebin",NA,3,"onebin","onebin"
"ok",NA,3,"ok","ok"
"oil/fuel storage",NA,3,"oilperfuelstorage","oil-PER-fuelstorage"
"ohms.",NA,3,"ohms.","OHM-s"
"ohms-cm",NA,3,"ohms-cm","OHM-cm"
"ocwa",NA,3,"ocwa","ocwa"
"nure",NA,3,"nure","nure"
"numeric code",NA,3,"numericcode","numericcode"
"numbertrees/m2","http://qudt.org/vocab/unit/NUM-PER-M2",3,"numbertreespermetersquared","NUM-PER-M2"
"number of thermalized neutrons",NA,3,"numberofthermalizedneutrons","NUM-ofthermalizedneutrons"
"number of minutes of time",NA,3,"numberofminuteoftime","NUM-of-MIN-oftime"
"number of entities per liter",NA,3,"numberofentitiesperliter","NUM-ofentities-PER-L"
"nt",NA,3,"nt","nt"
"not applicable",NA,3,"notapplicable","notapplicable"
"north",NA,3,"north","north"
"none","http://qudt.org/vocab/unit/UNITLESS",3,"none","UNITLESS"
"no3-n/gsoiln",NA,3,"no3-npergsoiln","no3-n-PER-gsoiln"
"no",NA,3,"no","no"
"nmoles fe per kilogram of water (nmol fe/kg)",NA,3,"nmolefeperkilogramofwater(nmolfeperkg)","n-MOL-fe-PER-KiloGM-ofwater"
"niskin sampler",NA,3,"niskinsampler","niskinsampler"
"ninespine stickleback",NA,3,"ninespinestickleback","ninespinestickleback"
"neva creek",NA,3,"nevacreek","nev-AC-ek"
"net rate of nutrient ion adsorption by the prsÃ¢Â® probe expressed as the weight of nutrient adsorbed per surface area of ion-exchange membrane over time",NA,3,"netrateofnutrientionadsorptionbytheprsÃ¢Â®probeexpressedastheweightofnutrientadsorbedpersurfaceareaofion-exchangemembraneovertime","netrateofnutrientionadsorptionbytheprsÃ¢Â®probeexpressedastheweightofnutrientadsorbed-PER-surfaceareaofion-exchangemembraneovertime"
"nearshore ramp",NA,3,"nearshoreramp","nearshoreramp"
"nearshore basin",NA,3,"nearshorebasin","nearshorebasin"
"naturalist dredge",NA,3,"naturalistdredge","naturalistdredge"
"narragansett bay",NA,3,"narragansettbay","narragansettbay"
"nanomolespermetersquaredperday",NA,3,"nanomolepermeterquaredperday","NanoMOL-e-PER-M2-DAY"
"nanomolesperkilogramperday",NA,3,"nanomoleperkilogramperday","NanoMOL-e-PER-KiloGM-DAY"
"nanomoles per gram",NA,3,"nanomolepergram","NanoMOL-e-PER-GM"
"nanomol/kg in water",NA,3,"nanomolperkilograminwater","NanoMOL-PER-KiloGM-inwater"
"nanomol/kg","http://qudt.org/vocab/unit/NanoMOL-PER-KiloGM",3,"nanomolperkilogram","NanoMOL-PER-KiloGM"
"nanogramspercubicmeter","http://qudt.org/vocab/unit/NanoGM-PER-M3",3,"nanogrampercubicmeter","NanoGM-PER-M3"
"nanogramspercubiccentimeterperday",NA,3,"nanogrampercubiccentimeterperday","NanoGM-PER-CentiM3-DAY"
"name",NA,3,"name","name"
"mud",NA,3,"mud","mud"
"ms/cm",NA,3,"mspercentimeter","ms-PER-CentiM"
"monbin",NA,3,"monbin","monbin"
"molespersuaremeters",NA,3,"molepersuaremeter","MOL-PER-suare-M"
"molespermetersquaredpersecond","http://qudt.org/vocab/unit/MOL-PER-M2-SEC",3,"molepermeterquaredpersecond","MOL-PER-M2-SEC"
"molequantapermetersquaredperday",NA,3,"molequantapermeterquaredperday","MOL-quanta-PER-M2-DAY"
"molepersquaremeterpersecond","http://qudt.org/vocab/unit/MOL-PER-M2-SEC",3,"molepersquaremeterpersecond","MOL-PER-M2-SEC"
"molepermole","http://qudt.org/vocab/unit/MOL-PER-MOL",3,"molepermole","MOL-PER-MOL"
"molepermetersquaredperday","http://qudt.org/vocab/unit/MOL-PER-M2-DAY",3,"molepermeterquaredperday","MOL-PER-M2-DAY"
"moleperliter","http://qudt.org/vocab/unit/MOL-PER-L",3,"moleperliter","MOL-PER-L"
"mog",NA,3,"mog","mog"
"modified pierce dredge",NA,3,"modifiedpiercedredge","modifiedpiercedredge"
"mmmm.xxx where xxx are decimal minutes where recorded",NA,3,"mmmm.xxxwherexxxaredecimalminutewhererecorded","mmmm-NA-xxxwherexxxaredecimal-MIN-wherere-CORD-ed"
"mmmm.xxx where xxx are decimal minutes when recorded",NA,3,"mmmm.xxxwherexxxaredecimalminutewhenrecorded","mmmm-NA-xxxwherexxxaredecimal-MIN-whenre-CORD-ed"
"mmho/m, millimho per meter",NA,3,"mmhoperm,millimhopermeter","mmho-PER-m,millimho-M"
"mm2/year",NA,3,"mm2peryear","MilliM2-PER-YR"
"mm/dd/yyyy hh:mm",NA,3,"millimeterperddperyyyyhh:mm","MilliM-PER-dd-YR-hh:mm"
"mm","http://qudt.org/vocab/unit/MilliM",3,"millimeter","MilliM"
"minutes","http://qudt.org/vocab/unit/MIN",3,"minute","MIN"
"minuslogactivity",NA,3,"minuslogactivity","minuslogactivity"
"minimalerythemadose",NA,3,"minimalerythemadose","minimalerythemadose"
"miniature van veen w/o c.",NA,3,"miniaturevanveenwperoc.","miniaturevanveenw-PER-oc"
"miniature van veen",NA,3,"miniaturevanveen","miniaturevanveen"
"mini seaboss",NA,3,"miniseaboss","miniseaboss"
"milliwattpermetersquaredpersteradianpernanometer",NA,3,"milliwattpermeterquaredpersteradianpernanometer","MilliW-PER-M2-ste-RAD-NanoM"
"millimolspersecondpersquaremeter",NA,3,"millimolspersecondpersquaremeter","milli-MOL-PER-SEC-M2"
"millimolpersecondpersquaremeter",NA,3,"millimolpersecondpersquaremeter","millimol-PER-SEC-M2"
"millimolespermetersquaredpersecond","http://qudt.org/vocab/unit/MilliMOL-PER-M2-SEC",3,"millimolepermeterquaredpersecond","MilliMOL-PER-M2-SEC"
"millimolespercubicmeterperday","http://qudt.org/vocab/unit/MilliMOL-PER-M3-DAY",3,"millimolepercubicmeterperday","MilliMOL-PER-M3-DAY"
