"unit","ediScopeUses","ediPackageUses","ediTotalUses","neonScopeUses","neonPackageUses","neonTotalUses","dataoneTotalUses","orgList","numOrgs","totalScopes","totalPackages","TotalUses"
"2",0,0,0,0,0,0,323,"DataOne",1,0,0,323
"pct areal cover",1,2,322,0,0,0,0,"EDI",1,1,2,322
"0",0,0,0,0,0,0,305,"DataOne",1,0,0,305
"individuals per 30 square meters",0,0,0,0,0,0,282,"DataOne",1,0,0,282
"mph",0,0,0,0,0,0,273,"DataOne",1,0,0,273
"3",0,0,0,0,0,0,263,"DataOne",1,0,0,263
"nanomolepergram",4,9,262,0,0,0,0,"EDI",1,4,9,262
"gramperday",3,3,228,0,0,0,0,"EDI",1,3,3,228
"4",0,0,0,0,0,0,226,"DataOne",1,0,0,226
"unadjustedusdollars",0,0,0,0,0,0,213,"DataOne",1,0,0,213
"decimal degrees",0,0,0,0,0,0,208,"DataOne",1,0,0,208
"5",0,0,0,0,0,0,192,"DataOne",1,0,0,192
"kilograms per catchment",0,0,0,0,0,0,185,"DataOne",1,0,0,185
"micromolepergram",7,14,168,0,0,0,0,"EDI",1,7,14,168
"nd",0,0,0,0,0,0,159,"DataOne",1,0,0,159
"quantity",0,0,0,0,0,0,155,"DataOne",1,0,0,155
"micromolspermetresquaredpersecond",0,0,0,0,0,0,153,"DataOne",1,0,0,153
"weight percent",0,0,0,0,0,0,152,"DataOne",1,0,0,152
"money",0,0,0,0,0,0,122,"DataOne",1,0,0,122
"integer count",0,0,0,0,0,0,116,"DataOne",1,0,0,116
"g^m2",0,0,0,0,0,0,113,"DataOne",1,0,0,113
"catchperuniteffort",1,1,112,0,0,0,0,"EDI",1,1,1,112
"numberper0.1millimetercubed",1,1,110,0,0,0,0,"EDI",1,1,1,110
"microsatellite allele scores (i.e. the length of the gene sequence in base pairs) for each locus across all samples",0,0,0,0,0,0,108,"DataOne",1,0,0,108
"microgramscarbonpermetercubed",1,1,105,0,0,0,0,"EDI",1,1,1,105
"microequivalentspersquaremeterperday",0,0,0,0,0,0,105,"DataOne",1,0,0,105
"nanogramperliter",2,3,103,0,0,0,0,"EDI",1,2,3,103
"positive numbers, no data = blank",0,0,0,0,0,0,95,"DataOne",1,0,0,95
"numberper100milliliters",1,1,90,0,0,0,0,"EDI",1,1,1,90
"cubiccentimeterspercubiccentimetersquared",0,0,0,1,1,80,0,"NEON",1,1,1,80
"base pairs",0,0,0,0,0,0,78,"DataOne",1,0,0,78
"millisiemenspercentimeter",1,5,73,0,0,0,0,"EDI",1,1,5,73
"metersperhectare",2,7,70,0,0,0,0,"EDI",1,2,7,70
"cation number based on 22 oxygen equivalents per formula unit",0,0,0,0,0,0,68,"DataOne",1,0,0,68
"kilograms per hectare",1,2,66,0,0,0,0,"EDI",1,1,2,66
"n",0,0,0,0,0,0,65,"DataOne",1,0,0,65
"milligramperlitter",0,0,0,0,0,0,64,"DataOne",1,0,0,64
"sand",0,0,0,0,0,0,63,"DataOne",1,0,0,63
"millimetersperyear",3,8,61,0,0,0,0,"EDI",1,3,8,61
"cm/s",0,0,0,0,0,0,60,"DataOne",1,0,0,60
"pa",0,0,0,0,0,0,60,"DataOne",1,0,0,60
"""hr""or""normalizedconcentration""",1,1,59,0,0,0,0,"EDI",1,1,1,59
"weight percent (wt%)",0,0,0,0,0,0,58,"DataOne",1,0,0,58
"y",0,0,0,0,0,0,58,"DataOne",1,0,0,58
"micrograms per kilogram (î¼g/kg)",0,0,0,0,0,0,57,"DataOne",1,0,0,57
"oxide weight percent",0,0,0,0,0,0,56,"DataOne",1,0,0,56
"meters per year",0,0,0,0,0,0,55,"DataOne",1,0,0,55
"numberpercentimetersquaredperyear",2,16,53,0,0,0,0,"EDI",1,2,16,53
"gravel",0,0,0,0,0,0,51,"DataOne",1,0,0,51
"kpa",0,0,0,0,0,0,51,"DataOne",1,0,0,51
"numstems",1,1,50,0,0,0,0,"EDI",1,1,1,50
"umolpersecondspermetersquared",1,1,50,0,0,0,0,"EDI",1,1,1,50
"centimetersquaredperfourhundredthmetersquared",1,4,49,0,0,0,0,"EDI",1,1,4,49
"c",0,0,0,0,0,0,49,"DataOne",1,0,0,49
"micromolpersecondpermeterssquared",0,0,0,0,0,0,48,"DataOne",1,0,0,48
"percentsaturation",2,9,47,0,0,0,0,"EDI",1,2,9,47
"gravelly sediment",0,0,0,0,0,0,47,"DataOne",1,0,0,47
"micrograms per liter (âµg/l)",0,0,0,0,0,0,47,"DataOne",1,0,0,47
"areal percentage",1,2,46,0,0,0,0,"EDI",1,1,2,46
"6",0,0,0,0,0,0,46,"DataOne",1,0,0,46
"meters",0,0,0,0,0,0,46,"DataOne",1,0,0,46
"mole percent (mol%)",0,0,0,0,0,0,44,"DataOne",1,0,0,44
"silty sand",0,0,0,0,0,0,44,"DataOne",1,0,0,44
"partspermillion",1,4,41,0,0,0,0,"EDI",1,1,4,41
"equivalentsperhectare",1,2,41,0,0,0,0,"EDI",1,1,2,41
"countofabundance",1,1,41,0,0,0,0,"EDI",1,1,1,41
"decimaldegrees",3,15,40,0,0,0,0,"EDI",1,3,15,40
"-99",0,0,0,0,0,0,40,"DataOne",1,0,0,40
"microgrampergramperhour",4,6,39,0,0,0,0,"EDI",1,4,6,39
"# / kg drysoil",1,1,37,0,0,0,0,"EDI",1,1,1,37
"nt",0,0,0,0,0,0,37,"DataOne",1,0,0,37
"tritiumunit",1,18,36,0,0,0,0,"EDI",1,1,18,36
"link",1,9,36,0,0,0,0,"EDI",1,1,9,36
"kilogramperhectareperyear",3,5,36,0,0,0,0,"EDI",1,3,5,36
"mgkg-1",1,2,36,0,0,0,0,"EDI",1,1,2,36
"u.s. dollar",1,2,36,0,0,0,0,"EDI",1,1,2,36
"milligrams per gram of oil (mg/g oil)",0,0,0,0,0,0,36,"DataOne",1,0,0,36
"millimolspermetresquaredpersecond",0,0,0,0,0,0,36,"DataOne",1,0,0,36
"milligrams per kilogram (mg/kg)",0,0,0,0,0,0,35,"DataOne",1,0,0,35
"np",0,0,0,0,0,0,35,"DataOne",1,0,0,35
"kilometers",0,0,0,0,0,0,34,"DataOne",1,0,0,34
"unadjustedusdollar",0,0,0,0,0,0,34,"DataOne",1,0,0,34
"relativefluorescenceunits",2,12,33,0,0,0,0,"EDI",1,2,12,33
"abundance/m2",1,1,33,0,0,0,0,"EDI",1,1,1,33
"basal area",1,1,33,0,0,0,0,"EDI",1,1,1,33
"biomass",1,1,33,0,0,0,0,"EDI",1,1,1,33
"density",1,1,33,0,0,0,0,"EDI",1,1,1,33
"inverseangstrom",1,1,33,0,0,0,0,"EDI",1,1,1,33
"clayey silt",0,0,0,0,0,0,33,"DataOne",1,0,0,33
"parts per million",0,0,0,0,0,0,32,"DataOne",1,0,0,32
"wattspersquaremetersquared",0,0,0,4,6,31,0,"NEON",1,4,6,31
"snailspermetersquared",1,1,31,0,0,0,0,"EDI",1,1,1,31
"each",0,0,0,0,0,0,31,"DataOne",1,0,0,31
"phi size",0,0,0,0,0,0,31,"DataOne",1,0,0,31
"sandy silt",0,0,0,0,0,0,31,"DataOne",1,0,0,31
"partspermillionsquared",0,0,0,1,1,30,0,"NEON",1,1,1,30
"f",0,0,0,0,0,0,30,"DataOne",1,0,0,30
"microgramperlitter",0,0,0,0,0,0,30,"DataOne",1,0,0,30
"sand silt clay",0,0,0,0,0,0,30,"DataOne",1,0,0,30
"joulepercentimetersquaredperday",1,22,29,0,0,0,0,"EDI",1,1,22,29
"milligramperkilogramperday",3,8,29,0,0,0,0,"EDI",1,3,8,29
"inchesperyear",2,6,29,0,0,0,0,"EDI",1,2,6,29
"becquerelperliter",2,3,29,0,0,0,0,"EDI",1,2,3,29
"microgramperkilogram",1,1,29,0,0,0,0,"EDI",1,1,1,29
"7",0,0,0,0,0,0,29,"DataOne",1,0,0,29
"milligrams per liter (mg/l)",0,0,0,0,0,0,29,"DataOne",1,0,0,29
"micromolespersquaremeterpersecondsquared",0,0,0,3,4,28,0,"NEON",1,3,4,28
"micrograms per liter  (âµg/l)",0,0,0,0,0,0,28,"DataOne",1,0,0,28
"s",0,0,0,0,0,0,28,"DataOne",1,0,0,28
"millisiemenspercentimeter",1,5,27,0,0,0,0,"EDI",1,1,5,27
"m^3/m^3",1,1,27,0,0,0,0,"EDI",1,1,1,27
"millimetersperhour",0,0,0,0,0,0,27,"DataOne",1,0,0,27
"millimolespermetresquaredpersecond",0,0,0,0,0,0,27,"DataOne",1,0,0,27
"null",0,0,0,0,0,0,27,"DataOne",1,0,0,27
"kilogramsperyear",1,1,26,0,0,0,0,"EDI",1,1,1,26
"numberpercubicmeter",1,1,26,0,0,0,0,"EDI",1,1,1,26
"10",0,0,0,0,0,0,26,"DataOne",1,0,0,26
"million gallons per day",0,0,0,0,0,0,26,"DataOne",1,0,0,26
"na",0,0,0,0,0,0,26,"DataOne",1,0,0,26
"whole element counts",0,0,0,0,0,0,26,"DataOne",1,0,0,26
"decimalpercent",3,8,25,0,0,0,0,"EDI",1,3,8,25
"unitless values or unit unknown or not reported",1,5,25,0,0,0,0,"EDI",1,1,5,25
"signed decimal degrees",0,0,0,0,0,0,25,"DataOne",1,0,0,25
"thousandsoftonnes",0,0,0,0,0,0,25,"DataOne",1,0,0,25
"mmol/m^2/s",1,1,24,0,0,0,0,"EDI",1,1,1,24
"absorption percent",0,0,0,0,0,0,24,"DataOne",1,0,0,24
"information unavailable from original metadata.",0,0,0,0,0,0,24,"DataOne",1,0,0,24
"microsiemenspercentimeter",0,0,0,0,0,0,24,"DataOne",1,0,0,24
"molspermetresquaredpersecond",0,0,0,0,0,0,24,"DataOne",1,0,0,24
"percentage (%)",0,0,0,0,0,0,24,"DataOne",1,0,0,24
"electronvolt",1,1,23,0,0,0,0,"EDI",1,1,1,23
"8",0,0,0,0,0,0,23,"DataOne",1,0,0,23
"log of percent",0,0,0,0,0,0,23,"DataOne",1,0,0,23
"time",0,0,0,0,0,0,23,"DataOne",1,0,0,23
"2010",0,0,0,0,0,0,22,"DataOne",1,0,0,22
"g",0,0,0,0,0,0,22,"DataOne",1,0,0,22
"micromols per mol",0,0,0,0,0,0,22,"DataOne",1,0,0,22
"silt",0,0,0,0,0,0,22,"DataOne",1,0,0,22
"silty clay",0,0,0,0,0,0,22,"DataOne",1,0,0,22
"small seaboss grab",0,0,0,0,0,0,22,"DataOne",1,0,0,22
"9",0,0,0,0,0,0,21,"DataOne",1,0,0,21
"blank",0,0,0,0,0,0,21,"DataOne",1,0,0,21
"log of square kilometers",0,0,0,0,0,0,21,"DataOne",1,0,0,21
"shot",0,0,0,0,0,0,21,"DataOne",1,0,0,21
"shot number",0,0,0,0,0,0,21,"DataOne",1,0,0,21
"variable",1,5,20,0,0,0,0,"EDI",1,1,5,20
"metersperyear",3,4,20,0,0,0,0,"EDI",1,3,4,20
"%cover",1,2,20,0,0,0,0,"EDI",1,1,2,20
"watt per m2",1,2,20,0,0,0,0,"EDI",1,1,2,20
"identification number",1,1,20,0,0,0,0,"EDI",1,1,1,20
"11",0,0,0,0,0,0,20,"DataOne",1,0,0,20
"e",0,0,0,0,0,0,20,"DataOne",1,0,0,20
"feet",0,0,0,0,0,0,20,"DataOne",1,0,0,20
"milligrams per liter (mg/l)",0,0,0,0,0,0,20,"DataOne",1,0,0,20
"hectopascal",4,10,19,0,0,0,0,"EDI",1,4,10,19
"cellspermilliliter",3,7,19,0,0,0,0,"EDI",1,3,7,19
"micromolepermetersquaredpersecond",2,3,19,0,0,0,0,"EDI",1,2,3,19
"millimeterpermetersquared",1,1,19,0,0,0,0,"EDI",1,1,1,19
"b",0,0,0,0,0,0,19,"DataOne",1,0,0,19
"clayey sand",0,0,0,0,0,0,19,"DataOne",1,0,0,19
"milligrams per liter (mg/l)",0,0,0,0,0,0,19,"DataOne",1,0,0,19
"neg",0,0,0,0,0,0,19,"DataOne",1,0,0,19
"sum mm per day",1,1,18,0,0,0,0,"EDI",1,1,1,18
"umol/m^2/s",1,1,18,0,0,0,0,"EDI",1,1,1,18
"clay",0,0,0,0,0,0,18,"DataOne",1,0,0,18
"lpoppe",0,0,0,0,0,0,18,"DataOne",1,0,0,18
"parts per million by weight",0,0,0,0,0,0,18,"DataOne",1,0,0,18
"true",0,0,0,0,0,0,18,"DataOne",1,0,0,18
"unitless digital value",0,0,0,0,0,0,18,"DataOne",1,0,0,18
"millimetersperhour",3,7,17,0,0,0,0,"EDI",1,3,7,17
"centimoleschargeperkilogram",0,0,0,2,2,17,0,"NEON",1,2,2,17
"nanogram",2,2,17,0,0,0,0,"EDI",1,2,2,17
"stems/quadrant",1,1,17,0,0,0,0,"EDI",1,1,1,17
"<",0,0,0,0,0,0,17,"DataOne",1,0,0,17
"12",0,0,0,0,0,0,17,"DataOne",1,0,0,17
"a",0,0,0,0,0,0,17,"DataOne",1,0,0,17
"false",0,0,0,0,0,0,17,"DataOne",1,0,0,17
"meters/month",0,0,0,0,0,0,17,"DataOne",1,0,0,17
"meters/second",0,0,0,0,0,0,17,"DataOne",1,0,0,17
"micromhos/cm",0,0,0,0,0,0,17,"DataOne",1,0,0,17
"bars",3,3,16,0,0,0,0,"EDI",1,3,3,16
"millimetercubedpermetersquared",1,1,16,0,0,0,0,"EDI",1,1,1,16
"shoot density/0.25m2",1,1,16,0,0,0,0,"EDI",1,1,1,16
"square centimeters",1,1,16,0,0,0,0,"EDI",1,1,1,16
"tillers per 0.25 squaremeter",1,1,16,0,0,0,0,"EDI",1,1,1,16
"wattperwattpersteradian",1,1,16,0,0,0,0,"EDI",1,1,1,16
"mj/m2",0,0,0,0,0,0,16,"DataOne",1,0,0,16
"numberper1130m2",0,0,0,0,0,0,16,"DataOne",1,0,0,16
"open ocean",0,0,0,0,0,0,16,"DataOne",1,0,0,16
"p",0,0,0,0,0,0,16,"DataOne",1,0,0,16
"sequential numbers",0,0,0,0,0,0,16,"DataOne",1,0,0,16
"usdpermetrictonne",0,0,0,0,0,0,16,"DataOne",1,0,0,16
"usgs",0,0,0,0,0,0,16,"DataOne",1,0,0,16
"microgrampercentimetercubed",2,6,15,0,0,0,0,"EDI",1,2,6,15
"g/0.625m2",1,5,15,0,0,0,0,"EDI",1,1,5,15
"microgrampermilliliter",2,5,15,0,0,0,0,"EDI",1,2,5,15
"gcarbon/m^2",1,2,15,0,0,0,0,"EDI",1,1,2,15
"megagramsperhectare",1,1,15,0,0,0,0,"EDI",1,1,1,15
"cycle threshold (ct)",0,0,0,0,0,0,15,"DataOne",1,0,0,15
"d",0,0,0,0,0,0,15,"DataOne",1,0,0,15
"date",0,0,0,0,0,0,15,"DataOne",1,0,0,15
"degrees celsius",0,0,0,0,0,0,15,"DataOne",1,0,0,15
"feet (0.1')",0,0,0,0,0,0,15,"DataOne",1,0,0,15
"lidar",0,0,0,0,0,0,15,"DataOne",1,0,0,15
"mole percent",0,0,0,0,0,0,15,"DataOne",1,0,0,15
"noaa",0,0,0,0,0,0,15,"DataOne",1,0,0,15
"sandy clay",0,0,0,0,0,0,15,"DataOne",1,0,0,15
"t or tp with number",0,0,0,0,0,0,15,"DataOne",1,0,0,15
"tunits",0,0,0,0,0,0,15,"DataOne",1,0,0,15
"yes",0,0,0,0,0,0,15,"DataOne",1,0,0,15
"kiloamperes",1,14,14,0,0,0,0,"EDI",1,1,14,14
"gramperkilogram",4,8,14,0,0,0,0,"EDI",1,4,8,14
"hectopascal",2,5,14,0,0,0,0,"EDI",1,2,5,14
"nanomolesperliter",1,2,14,0,0,0,0,"EDI",1,1,2,14
"abundance",1,1,14,0,0,0,0,"EDI",1,1,1,14
"micro siemens/cm",1,1,14,0,0,0,0,"EDI",1,1,1,14
"micromolepermolepermetersquaredpersecond",1,1,14,0,0,0,0,"EDI",1,1,1,14
"micromolesquaredpermolesquared",1,1,14,0,0,0,0,"EDI",1,1,1,14
"microwatts",1,1,14,0,0,0,0,"EDI",1,1,1,14
"millisecondsquared",1,1,14,0,0,0,0,"EDI",1,1,1,14
"mm per day",1,1,14,0,0,0,0,"EDI",1,1,1,14
"percent as decimal ",1,1,14,0,0,0,0,"EDI",1,1,1,14
"quininesulfateunits",1,1,14,0,0,0,0,"EDI",1,1,1,14
"stems/plot",1,1,14,0,0,0,0,"EDI",1,1,1,14
"tonneperyear",1,1,14,0,0,0,0,"EDI",1,1,1,14
"us dollar",1,1,14,0,0,0,0,"EDI",1,1,1,14
"date and time in mm/dd/yyyy hh:mm:ss.fff format",0,0,0,0,0,0,14,"DataOne",1,0,0,14
"decigram",0,0,0,0,0,0,14,"DataOne",1,0,0,14
"delta vs v-smow.",0,0,0,0,0,0,14,"DataOne",1,0,0,14
"dpm/g",0,0,0,0,0,0,14,"DataOne",1,0,0,14
"grams carbon per square meter",0,0,0,0,0,0,14,"DataOne",1,0,0,14
"micromol per mol",0,0,0,0,0,0,14,"DataOne",1,0,0,14
"per mil (â€°)",0,0,0,0,0,0,14,"DataOne",1,0,0,14
"micrograms per gram per hour",1,5,13,0,0,0,0,"EDI",1,1,5,13
"milligramspermetersquaredpersecond",1,3,13,0,0,0,0,"EDI",1,1,3,13
"gramspersquaremeterperhour",2,2,13,0,0,0,0,"EDI",1,2,2,13
"metercubedperday",2,2,13,0,0,0,0,"EDI",1,2,2,13
"tonnesperyear",2,2,13,0,0,0,0,"EDI",1,2,2,13
"milligramspermilligram",1,1,13,0,0,0,0,"EDI",1,1,1,13
"partpertrillion",1,1,13,0,0,0,0,"EDI",1,1,1,13
"{null value / empty field entry}",0,0,0,0,0,0,13,"DataOne",1,0,0,13
"degrees celcius",0,0,0,0,0,0,13,"DataOne",1,0,0,13
"julian day",0,0,0,0,0,0,13,"DataOne",1,0,0,13
"no",0,0,0,0,0,0,13,"DataOne",1,0,0,13
"sample id for samples selected for lab.",0,0,0,0,0,0,13,"DataOne",1,0,0,13
"yes",0,0,0,0,0,0,13,"DataOne",1,0,0,13
"micromhospercentimeter",2,9,12,0,0,0,0,"EDI",1,2,9,12
"number of days",2,5,12,0,0,0,0,"EDI",1,2,5,12
"millimoleoxygenpermetersquaredperday",1,4,12,0,0,0,0,"EDI",1,1,4,12
"millimoleperliter",2,4,12,0,0,0,0,"EDI",1,2,4,12
"relativefluorescenceunits",1,4,12,0,0,0,0,"EDI",1,1,4,12
"formazinnephelometricunit",2,3,12,0,0,0,0,"EDI",1,2,3,12
"megagram",2,3,12,0,0,0,0,"EDI",1,2,3,12
"cubic feet per second per square mile",1,2,12,0,0,0,0,"EDI",1,1,2,12
"gnitrogen/m^2",1,2,12,0,0,0,0,"EDI",1,1,2,12
"jouleperday",2,2,12,0,0,0,0,"EDI",1,2,2,12
"millequivalentsper100grams",1,2,12,0,0,0,0,"EDI",1,1,2,12
"milligramperliterperhour",1,2,12,0,0,0,0,"EDI",1,1,2,12
"units per square kilometer",1,2,12,0,0,0,0,"EDI",1,1,2,12
"units per square km",1,2,12,0,0,0,0,"EDI",1,1,2,12
"# / g dry litter",1,1,12,0,0,0,0,"EDI",1,1,1,12
".01 ft",1,1,12,0,0,0,0,"EDI",1,1,1,12
"arbitraryunits",1,1,12,0,0,0,0,"EDI",1,1,1,12
"g-o2 per m2 per day",1,1,12,0,0,0,0,"EDI",1,1,1,12
"grams carbon per square meter per day or grams carbon per square meter per month",1,1,12,0,0,0,0,"EDI",1,1,1,12
"micro atmosphere",1,1,12,0,0,0,0,"EDI",1,1,1,12
"millimolarity",1,1,12,0,0,0,0,"EDI",1,1,1,12
"relative fluorescence",1,1,12,0,0,0,0,"EDI",1,1,1,12
"-99999",0,0,0,0,0,0,12,"DataOne",1,0,0,12
"(g)m",0,0,0,0,0,0,12,"DataOne",1,0,0,12
"(g)ms",0,0,0,0,0,0,12,"DataOne",1,0,0,12
"(g)s",0,0,0,0,0,0,12,"DataOne",1,0,0,12
"(g)sm",0,0,0,0,0,0,12,"DataOne",1,0,0,12
"âµmol m-2 s-1",0,0,0,0,0,0,12,"DataOne",1,0,0,12
"acu",0,0,0,0,0,0,12,"DataOne",1,0,0,12
"cmp",0,0,0,0,0,0,12,"DataOne",1,0,0,12
"col",0,0,0,0,0,0,12,"DataOne",1,0,0,12
"erosion or nondeposition",0,0,0,0,0,0,12,"DataOne",1,0,0,12
"gm",0,0,0,0,0,0,12,"DataOne",1,0,0,12
"gms",0,0,0,0,0,0,12,"DataOne",1,0,0,12
"gramsperhundredmeterpersquare",0,0,0,0,0,0,12,"DataOne",1,0,0,12
"grassland",0,0,0,0,0,0,12,"DataOne",1,0,0,12
"grz",0,0,0,0,0,0,12,"DataOne",1,0,0,12
"gs",0,0,0,0,0,0,12,"DataOne",1,0,0,12
"gtc",0,0,0,0,0,0,12,"DataOne",1,0,0,12
"kilometers squared",0,0,0,0,0,0,12,"DataOne",1,0,0,12
"lth",0,0,0,0,0,0,12,"DataOne",1,0,0,12
"meters w.e.",0,0,0,0,0,0,12,"DataOne",1,0,0,12
"mg",0,0,0,0,0,0,12,"DataOne",1,0,0,12
"micrograms per catchment",0,0,0,0,0,0,12,"DataOne",1,0,0,12
"mm3",0,0,0,0,0,0,12,"DataOne",1,0,0,12
"ms",0,0,0,0,0,0,12,"DataOne",1,0,0,12
"msg",0,0,0,0,0,0,12,"DataOne",1,0,0,12
"nanomolespergramspersecond",0,0,0,0,0,0,12,"DataOne",1,0,0,12
"native forest",0,0,0,0,0,0,12,"DataOne",1,0,0,12
"numeric value",0,0,0,0,0,0,12,"DataOne",1,0,0,12
"r",0,0,0,0,0,0,12,"DataOne",1,0,0,12
"sg",0,0,0,0,0,0,12,"DataOne",1,0,0,12
"shrubland",0,0,0,0,0,0,12,"DataOne",1,0,0,12
"sm",0,0,0,0,0,0,12,"DataOne",1,0,0,12
"sparsely vegetated",0,0,0,0,0,0,12,"DataOne",1,0,0,12
"spring",0,0,0,0,0,0,12,"DataOne",1,0,0,12
"sugarcane",0,0,0,0,0,0,12,"DataOne",1,0,0,12
"taro",0,0,0,0,0,0,12,"DataOne",1,0,0,12
"txg",0,0,0,0,0,0,12,"DataOne",1,0,0,12
"txr",0,0,0,0,0,0,12,"DataOne",1,0,0,12
"wetland",0,0,0,0,0,0,12,"DataOne",1,0,0,12
"kilowattpermetersquaredpersecond",1,11,11,0,0,0,0,"EDI",1,1,11,11
"grampermetersquaredpersecond",3,4,11,0,0,0,0,"EDI",1,3,4,11
"nanogrampergramperhour",2,3,11,0,0,0,0,"EDI",1,2,3,11
"number of fish",1,3,11,0,0,0,0,"EDI",1,1,3,11
"# / square meter",1,1,11,0,0,0,0,"EDI",1,1,1,11
"day of year",1,1,11,0,0,0,0,"EDI",1,1,1,11
"gramper0.25metersquare",1,1,11,0,0,0,0,"EDI",1,1,1,11
"part per million",1,1,11,0,0,0,0,"EDI",1,1,1,11
"relativefluorescenceunites",1,1,11,0,0,0,0,"EDI",1,1,1,11
"200m",0,0,0,0,0,0,11,"DataOne",1,0,0,11
"alien forest",0,0,0,0,0,0,11,"DataOne",1,0,0,11
"coarse bedload transport",0,0,0,0,0,0,11,"DataOne",1,0,0,11
"coffee",0,0,0,0,0,0,11,"DataOne",1,0,0,11
"developed, open space",0,0,0,0,0,0,11,"DataOne",1,0,0,11
"diversified agriculture",0,0,0,0,0,0,11,"DataOne",1,0,0,11
"fallow/grassland",0,0,0,0,0,0,11,"DataOne",1,0,0,11
"golf course",0,0,0,0,0,0,11,"DataOne",1,0,0,11
"gray",0,0,0,0,0,0,11,"DataOne",1,0,0,11
"lumen",0,0,0,0,0,0,11,"DataOne",1,0,0,11
"macadamia",0,0,0,0,0,0,11,"DataOne",1,0,0,11
"megagallon",0,0,0,0,0,0,11,"DataOne",1,0,0,11
"mg/dl",0,0,0,0,0,0,11,"DataOne",1,0,0,11
"microgramsperliter",0,0,0,0,0,0,11,"DataOne",1,0,0,11
"milimetersperhour",0,0,0,0,0,0,11,"DataOne",1,0,0,11
"mmol/l",0,0,0,0,0,0,11,"DataOne",1,0,0,11
"ohm-m",0,0,0,0,0,0,11,"DataOne",1,0,0,11
"parts per million (ppm), < indicates value was less than the laboratory reporting level",0,0,0,0,0,0,11,"DataOne",1,0,0,11
"parts per thousand (per mil)",0,0,0,0,0,0,11,"DataOne",1,0,0,11
"pineapple",0,0,0,0,0,0,11,"DataOne",1,0,0,11
"reservoir",0,0,0,0,0,0,11,"DataOne",1,0,0,11
"sediment",0,0,0,0,0,0,11,"DataOne",1,0,0,11
"tree plantation",0,0,0,0,0,0,11,"DataOne",1,0,0,11
"u",0,0,0,0,0,0,11,"DataOne",1,0,0,11
"unadjustedusdollarsperpound",0,0,0,0,0,0,11,"DataOne",1,0,0,11
"usdollarsperpound",0,0,0,0,0,0,11,"DataOne",1,0,0,11
"water body",0,0,0,0,0,0,11,"DataOne",1,0,0,11
"joulepercentimetersquaredperhour",1,10,10,0,0,0,0,"EDI",1,1,10,10
"decimalfraction",1,7,10,0,0,0,0,"EDI",1,1,7,10
"unitless.",1,3,10,0,0,0,0,"EDI",1,1,3,10
"degreessquared",0,0,0,2,2,10,0,"NEON",1,2,2,10
"g/shoot/yr",1,2,10,0,0,0,0,"EDI",1,1,2,10
"gramperyear",1,2,10,0,0,0,0,"EDI",1,1,2,10
"half-acre",1,2,10,0,0,0,0,"EDI",1,1,2,10
"individualsperliter",1,2,10,0,0,0,0,"EDI",1,1,2,10
"nanomoleperhourpergram",1,2,10,0,0,0,0,"EDI",1,1,2,10
"partspermillion",1,2,10,0,0,0,0,"EDI",1,1,2,10
"1/d",1,1,10,0,0,0,0,"EDI",1,1,1,10
"calendarday",1,1,10,0,0,0,0,"EDI",1,1,1,10
"centimenter",1,1,10,0,0,0,0,"EDI",1,1,1,10
"micromoleperdisintegrationperminute",1,1,10,0,0,0,0,"EDI",1,1,1,10
"micromoles/liter",1,1,10,0,0,0,0,"EDI",1,1,1,10
"moles per m2 per day",1,1,10,0,0,0,0,"EDI",1,1,1,10
"numbermicrometercubedper0.1mililiter",1,1,10,0,0,0,0,"EDI",1,1,1,10
"numbermicrometercubedper0.1milimetercubed",1,1,10,0,0,0,0,"EDI",1,1,1,10
"opticaldensity",1,1,10,0,0,0,0,"EDI",1,1,1,10
"umol s-1 m-2",1,1,10,0,0,0,0,"EDI",1,1,1,10
"-",0,0,0,0,0,0,10,"DataOne",1,0,0,10
".",0,0,0,0,0,0,10,"DataOne",1,0,0,10
"acsa2",0,0,0,0,0,0,10,"DataOne",1,0,0,10
"amountpercubicmeter",0,0,0,0,0,0,10,"DataOne",1,0,0,10
"beni",0,0,0,0,0,0,10,"DataOne",1,0,0,10
"boulders",0,0,0,0,0,0,10,"DataOne",1,0,0,10
"ceoc",0,0,0,0,0,0,10,"DataOne",1,0,0,10
"coastal",0,0,0,0,0,0,10,"DataOne",1,0,0,10
"developed, high intensity",0,0,0,0,0,0,10,"DataOne",1,0,0,10
"developed, low intensity",0,0,0,0,0,0,10,"DataOne",1,0,0,10
"developed, medium intensity",0,0,0,0,0,0,10,"DataOne",1,0,0,10
"feed",0,0,0,0,0,0,10,"DataOne",1,0,0,10
"fly",0,0,0,0,0,0,10,"DataOne",1,0,0,10
"frpe",0,0,0,0,0,0,10,"DataOne",1,0,0,10
"gps",0,0,0,0,0,0,10,"DataOne",1,0,0,10
"gramspercentimetercubed",0,0,0,0,0,0,10,"DataOne",1,0,0,10
"integers",0,0,0,0,0,0,10,"DataOne",1,0,0,10
"kg",0,0,0,0,0,0,10,"DataOne",1,0,0,10
"land",0,0,0,0,0,0,10,"DataOne",1,0,0,10
"log(10) of ohm-m",0,0,0,0,0,0,10,"DataOne",1,0,0,10
"microgram/liter",0,0,0,0,0,0,10,"DataOne",1,0,0,10
"no",0,0,0,0,0,0,10,"DataOne",1,0,0,10
"ohm-meter",0,0,0,0,0,0,10,"DataOne",1,0,0,10
